SKU,Tên sản phẩm,Thương hiệu,Danh mục,Đường dẫn
00051561,"Sữa cho trẻ suy dinh dưỡng, thấp còi (đỏ) Nutifood growplus+ 2+ (850g)",NUTIFOOD,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-cho-tre-suy-dinh-duong-thap-coi-nutifood-growplus-2-do-850-g.html
00049569,Sữa hỗ trợ tăng đề kháng Nutifood Varna Colostrum (850g),NUTIFOOD,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-nutifood-varna-colostrum-850-g.html
00051505,Sữa hỗ trợ tăng đề kháng cho trẻ 0-12 tháng tuổi Colosbaby Lactoferrin 0+ Vitadairy (800g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-ho-tro-tang-de-khang-colosbaby-lactoferrin-0-vitadairy-800-g.html
00004776,"Thuốc Medrol 4mg Pfizer kháng viêm, điều trị rối loạn nội tiết, viêm tuyến giáp (3 vỉ x 10 viên)",Pfizer,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/medrol-4mg-3081.html
00002105,Thuốc Coveram 5mg/5mg Servier điều trị tăng huyết áp (30 viên),Servier,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/coveram-5mg5mg-4149.html
00004775,"Thuốc Medrol 16mg Pfizer kháng viêm, điều trị rối loạn nội tiết, viêm tuyến giáp (3 vỉ x 10 viên)",Pfizer,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/thuoc-medrol-16mg-tri-roi-loan-noi-tiet-khang-viem-di-ung-3082.html
00002457,Thuốc Diltiazem Stella 60mg điều trị và dự phòng cơn đau thắt ngực (3 vỉ x 10 viên),Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/diltiazem-60-3992.html
00048724,"Viên uống giúp xương, răng chắc khỏe Seacan K2 Traphaco (6 vỉ x 10 viên)",Traphaco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/seacan-k2-traphaco-6-x10.html
00032508,"Dung dịch vệ sinh phụ nữ Proeva Intimate Cleanser dịu nhẹ, an toàn cho vùng kín (125ml)",Ekuberg Pharma,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/dung-dich-ve-sinh-proeva-125ml.html
00028072,"Thuốc Totcal Soft Cap DongKoo điều trị còi xương, chứng co giật (20 vỉ x 5 viên)",Dongkoo,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/totcal-soft-cap-dongkoo-5x20-28213.html
00500797,Dung dịch uống Elnitine 10ml Stella bổ sung calcium và magnesium cho người bệnh (20 ống),Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/elnitine-stella-20-ong-x-10ml-34933.html
00004076,Viên nén Keamine Stella điều trị rối loạn chuyển hóa protein (6 vỉ x 10 viên),Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/keamine-105mg-3367.html
00010055,"Viên nén Lodimax 10 OPV Pharma chống tăng huyết áp, đau thắt ngực (2 vỉ x 10 viên) ",Opv,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/lodimax-10-1407.html
00006379,Dung dịch Ringer Lactate truyền tĩnh mạch bù nước và điện giải (20 chai x 500ml),Fresenius Kabi,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ringerlactate-bidiphar-500ml-16915.html
00038812,Sữa hỗ trợ tăng cân khoa học và tiêu hóa tốt cho trẻ 1-10 tuổi Calokid Gold Vitadairy (900g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-ho-tro-tang-can-khoa-hoc-va-tieu-hoa-tot-calokid-gold-vitadairy-900-g.html
00032135,Cốm hỗ trợ làm giảm các triệu chứng cảm Eugica Cold & Flu Mega (10 gói),MEGA We care,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/eugica-cold-flu-mega-hop-10-goi-x-40g-ho-tro-lam-giam-cac-trieu-chung-cam-cam-cum-32268.html
00000618,"Thuốc Allopurinol 300mg Domesco điều trị tăng acid uric máu, sỏi thận (2 vỉ x 10 viên)",Domesco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/allopurinol-300mg-vi-domesco-4801.html
00007371,Thuốc Tmi Roitin bổ sung các vitamin nhóm B (24 vỉ x 5 viên),Phil,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/timi-roitin-1986.html
00502322,Sữa bổ sung dinh dưỡng cho người đái tháo đường Gluvita Gold Vitadairy (900g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-vitadairy-gluvita-gold-900g-36561.html
00045579,Viên hỗ trợ hạ đường huyết Diatema Tuệ Linh (60 viên),Tuệ Linh,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/diatema-tue-linh-60-v.html
00002641,"Thuốc Dưỡng Cốt Hoàn Traphaco điều trị nhức mỏi trong ống xương, đau lưng (20 gói x 5g)",Traphaco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/duong-cot-hoan-vien-uong-dieu-tri-dau-nhuc-xuong-khop-262.html
00044029,"Viên ngậm ho bổ phế Bảo Thanh trừ ho, hoá đờm (20 vỉ x 5 viên)",Hoa Linh,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vien-ngam-ho-bo-phe-bao-thanh-20-x5.html
00053249,Viên uống hỗ trợ xương khỏe mạnh Calcium Magnesium Plus Zinc Solgar (100 viên),Solgar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/vien-uong-solgar-calcium-magnesium-zinc-100-vien.html
00007970,Cốm phát triển chiều cao Pre-Vipteen 3 20 gói,Vinh Gia,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/com-pre-vipteen-3-bo-sung-canxi-cho-tre-515.html
00040269,Viên uống cung cấp vitamin và khoáng chất cho phụ nữ mang thai và cho con bú PregnaVie Complete MHD (3 vỉ x 10 viên),PREGNAVIE,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/pregnavie-complete-mhd-pharma-3-x10.html
00031937,"Dung dịch uống Opecalcium dự phòng và điều trị thiếu vitamin, mệt mỏi, chán ăn (20 ống x 10ml)",Opv,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/opecalcium-opv-hop-20-ong-x-10ml-32071.html
00052979,Sữa cho bà mẹ mang thai và cho con bú Meiji Mama Milk (350g),Meiji,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-bot-meiji-mama-milk-350g.html
00052981,Sữa cho trẻ 1-3 tuổi Meiji Growing Up Formula (800g),Meiji,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-bot-meiji-growing-up-formula-800g.html
00052980,Sữa cho trẻ 0-12 tháng tuổi Meiji Infant Formula (800g),Meiji,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-bot-meiji-infant-formula-800g.html
00051508,Sữa hỗ trợ tăng đề kháng cho trẻ 1-2 tuổi Colosbaby Lactoferrin 1+ Vitadairy (800g),VITADAIRY,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-ho-tro-tang-de-khang-colosbaby-lactoferrin-1-vitadairy-800-g.html
00045125,Thuốc Bioketoca Herabiopharm điều trị rối loạn chuyển hóa protein trong suy thận mạn (5 vỉ x 10 viên),Herabiopharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/bioketoca-hera-5-x10.html
00022636,Sữa hỗ trợ hệ miễn dịch và tiêu hóa khỏe mạnh cho trẻ từ 0 tháng tuổi Icreo Balance Milk Glico (800g),Glico,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-glico-icreo-so-0-800g-tre-0-den-12-thang-22958.html
00051562,Sữa hỗ trợ đề kháng và tiêu hóa cho trẻ 1-3 tuổi Icreo Grow-up Milk Glico (820g),Glico,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-ho-tro-de-khang-va-tieu-hoa-cho-tre-1-3-tuoi-icreo-grow-up-milk-glico-820-g.html
00052982,Sữa cho trẻ từ 3 tuổi Icreo Learning Milk Glico (820g),Glico,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuc-pham-chuc-nang/sua-cho-tre-tu-3-tuoi-icreo-learning-milk-glico-820-g.html
00002102,Thuốc Coveram 10mg/10mg Servier điều trị tăng huyết áp (30 viên),Servier,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/coveram-1010-4152.html
00003656,"Thuốc Hasanlor 5 Hasan điều trị tăng huyết áp, đau thắt ngực (10 vỉ x 10 viên)",Hasan,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/hasanlor-5mg-3513.html
00003164,Thuốc Fosmicin 500 Meiji điều trị nhiễm khuẩn (2 vỉ x 10 viên),Meiji,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/thuoc-fosmicin-500mg-meiji-dieu-tri-cac-nhiem-khuan-20-vien-3708.html
00008262,Thuốc Zoamco-A Pymepharco điều trị tăng huyết áp (2 vỉ x 10 viên),Pymepharco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/zoamco-a-1658.html
00033012,Dung dịch Grow - F Hanapharm điều trị tình trạng thiếu Calci (20 ống x 10ml),Hà Nam,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/grow-f-ha-nam-20-ong-10ml-33137.html
00015931,Thuốc Vitamin B.Vitab B12 Danapha phòng và điều trị tình trạng thiếu Calci và Vitamin B (100 viên),Danapha,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vitamin-bvitab-b12-100v-bao-duong-danapha-14761.html
00001506,"Dung dịch Calcigenol Vidipha bổ sung calci cho khẩu phần ăn, phòng ngừa còi xương do dinh dưỡng (360g)",Vidipha,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcigenol-437.html
00502291,Thuốc Savprocal D Savi hỗ trợ điều trị đặc hiệu bệnh loãng xương (3 vỉ x 10 viên),Savi,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/savprocal-d-savi-3-x10.html
00048397,Thuốc Ketovin Vinphaco phòng ngừa và điều trị rối loạn chuyển hóa protein trong suy thận mạn (10 vỉ x 10 viên),Vinphaco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ketovin-vinphaco-10-x10.html
00002481,"Thuốc Diurefar 40 Pharmedic điều trị tăng huyết áp, phù do suy tim, xơ gan, bệnh thận (10 vỉ x 12 viên)",Pharmedic,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/diiurefar-40-3978.html
00003304,"Thuốc Geotonik bổ sung Vitamin, khoáng chất (3 vỉ x 10 viên)",LIPA PHARMACEUTICALSLTD,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/geotonik-3x10-17265.html
00031227,Thuốc Furagon Mekophar phòng và điều trị suy thận mạn (10 vỉ x 10 viên),Mekophar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/furagon-mekophar-10x10-31366.html
00041516,Thuốc Livalo 2mg Kowa điều trị tăng lipid máu nguyên (3 vỉ x 10 viên),KOWA,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/livalo-tablets-2-mg-kowa-3-x10-1.html
00043776,Thuốc Kalira CPC1 điều trị tăng kali trong máu do suy thận (20 gói x 5g),CPC1HN,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/kalira-cpc-1-20-goi.html
00028386,Thuốc Ketovital Gia Nguyễn phòng ngừa và điều trị bệnh suy thận mạn (10 vỉ x 10 viên),MERACINE,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ketovital-gia-nguyen-10x10-28691.html
00038181,"Thuốc Amlodipine 5mg Stella Pharm điều trị tăng huyết áp, đau thắt ngực ổn định mạn tính (10 vỉ x 10 viên)",Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/amlodipine-stella-5-mg-10-x10.html
00046912,Thuốc Magnesi - B6 STELLA Tablet điều trị hạ magnesium huyết nặng (10 vỉ x 10 viên),Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/magnesi-b6-stella-tablet-10-x10-1.html
00020798,Dung dịch uống Babi B.O.N OPV phòng và điều trị các bệnh do thiếu vitamin D (12ml),Opv,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/babi-bon-12ml-vitamin-d-21147.html
00000929,Thuốc AtorHasan 20mg giảm cholesterol và triglycerid trong máu (10 vỉ x 10 viên),Hasan,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/atorhasan-20mg-4657.html
00017732,Bột pha uống U-Stone Casasco điều trị và phòng ngừa sỏi thận (60 gói),Casasco S.A.I.C,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ustone-casasco-60-goi-19091.html
00042669,"Thuốc Cordamil 40MG Helcor Điều trị và phòng ngừa đau thắt ngực, rối loạn nhịp tim, tăng huyết áp nhẹ đến trung bình (3 vỉ x 10 viên)",HELCOR,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/cordamil-40-mg-helcor-3-x10.html
00003211,"Thuốc Furosemide Mekophar điều trị phù, tăng huyết áp (10 vỉ x 30 viên)",Mekophar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/furosemide-40mg-3688.html
00030155,Thuốc Ravastel-10 DaVi Pharm điều trị tăng cholesterol huyết và phòng ngừa biến cố tim mạch (2 vỉ x 14 viên),Davipharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ravastel-10-davi-2x14-30308.html
00046676,"Thuốc Furosemide Stella 40mg Stella Pharm điều trị phù phổi cấp, phù do tim, gan, thận (5 vỉ x 10 viên)",Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/furosemide-40-mg-stella-5-x10-2.html
00031069,Thuốc Ezenstatin 10/10 Agimexpharm điều trị tăng cholesterol máu (4 vỉ x 7 viên),Agimexpharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ezenstatin-10mg10mg-agimexpharm-4x7-31226.html
00029549,Thuốc Ezenstatin 10/20 Agimexpharm dự phòng biến cố tim mạch (4 vỉ x 7 viên),Agimexpharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/ezenstatin-1020-agimexpharm-4x7-29813.html
00030992,Thuốc Rotorlip 10 DHG điều trị tăng cholesterol máu tiên phát (3 vỉ x 10 viên),Dhg,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/rotorlip-10mg-dhg-3x10-31142.html
00046909,"Thuốc Allopurinol 300mg Stella Pharm giảm sự hình thành acid uric, điều trị bệnh gout (10 vỉ x 10 viên)",Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/allopurinol-300-mg-stella-10-x10-1.html
00017951,Thuốc Rotinvast 20 Agimexpharm giảm cholesterol toàn phần (3 vỉ x 10 viên) ,Agimexpharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/rotinvast-20-agimex-3x10-19300.html
00030970,Thuốc Atoris 10mg KrKa điều trị mỡ máu nguyên phát (3 vỉ x 10 viên),Krka,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/atoris-10mg-31165.html
00050571,Thuốc Notired Eff Strawberry 456/426mg trị suy nhược chức năng (5 vỉ x 4 viên),Bidiphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/notired-eff-strawberry-456-426-mg-bidiphar-5-x4.html
00053527,Bột Điện Giải Vị Chanh Dây Fine Sports Drink Powder (5 gói x 25g),FINE JAPAN,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/cham-soc-ca-nhan/bot-dien-giai-fine-sports-drink-vi-chanh-day-5-goi-x-25g.html
00019023,Thuốc ADMED Mediplantex phòng và điều trị các bệnh thiếu Vitamin A và D (10 vỉ x 10 viên),Mediplantex,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vitamin-ad-mediplantex-10x10-20320.html
00004755,Thuốc Medexa 16mg PT. Dexa Medica điều trị bất thường chức năng vỏ thượng thận (5 vỉ x 6 viên),Dexa,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/medexa-16mg-3092.html
00031585,"Hỗn dịch uống Calcium Geral 15ml Usa - Nic Pharma dùng hỗ trợ cho trẻ em còi xương, chậm lớn (20 gói)",Usa - Nic Pharma,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/calcium-geral-usa-nic-pharma-20-ong-x-15ml-tricalcium-phosphate-10000mg-31723.html
00502884,"Thuốc Caduet 5mg/10mg Pfizer điều trị tăng huyết áp, rối loạn lipid máu (3 vỉ x 10 viên)",Pfizer,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/caduet-5mg10mg-pfizer-3x10-37188.html
00002993,"Dung dịch uống Fatig Abbott hỗ trợ điều trị suy nhược chức năng, bổ sung khoáng chất (2 vỉ x 10 ống)",Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/fatig-0456g-3783.html
00008263,Thuốc Zoamco 10 Pymepharco điều trị rối loạn lipid máu (2 vỉ x 15 viên),Pymepharco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/zoamco-10mg-1657.html
00005908,Viên nang mềm Philoyvitan Phil Inter Pharma điều trị hỗ trợ các bệnh gan mạn tính (12 vỉ x 5 viên),Phil,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/philoyvitan-200mg-2615.html
00020532,"Thuốc Vinzix 40mg Vinphaco điều trị phù, tăng huyết áp (5 vỉ x 50 viên)",Vĩnh Phúc,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vinzix-40mg-vinphaco-5x50-20769.html
00502625,"Thuốc Azetatin 40 Meyer-BPC điều trị cholesterol máu, tăng lipid máu nguyên phát (10 vỉ x 10 viên)",MEYER-BPC,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/azetatin-40-meyer-bpc-10-x10.html
00503762,Thuốc Statinagi 20 Agimexpharm điều trị tăng cholesterol máu (6 vỉ x 10 viên),Agimexpharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/statinagi-20-mg-agimexpharm-6-x10.html
00017559,Thuốc Vaslor 10 Davi Pharm giảm cholesterol và triglycerid trong máu (4 vỉ x 7 viên),Davipharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vaslor-10-4x7-davi-pharm-18925.html
00015290,"Thuốc Furosan 40mg Hasan điều trị phù, tăng huyết áp nhẹ hay trung bình (10 vỉ x 10 viên)",Hasan,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/furosan-40mg-10x10-14908.html
00015136,Thuốc Dorotor 20mg Domesco điều trị tăng cholesterol (2 vỉ x 10 viên),Domesco,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/dorotor-20mg-2x10-15055.html
00015865,Thuốc Vitamin A-D HDpharma điều trị tình trạng thiếu Vitamin A và D (5 vỉ x 10 viên),Hải Dương,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/vitamin-a-d-hdpharma-5x10-14826.html
00021151,"Thuốc Becolitor 20mg Meyer-BPC điều trị tăng cholesterol toàn phần, LDL-cholesterol (30 viên)",MEYER-BPC,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/becolitor-20mg-meyer-3x10-21490.html
00030659,"Thuốc tiêm Biseko Biotest bù thể tích máu, chống nhiễm trùng (50ml)",Biotest,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/biseko-5-30807.html
00020052,Thuốc bột Kalimate 5g Dopharma điều trị tăng kali trong máu do suy thận (5g x 30 gói),Tw2,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/kalimate-5g-trung-uong-2-30-goi-20348.html
00030405,Thuốc Pitalip 2mg Abbott điều trị tăng cholesterol máu (3 vỉ x 10 viên),Abbott,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/pitalip-2mg-abbott-3x10-30513.html
00002810,Thuốc bột Enteric Nadyphar hỗ trợ điều trị viêm ruột cấp tính và mãn tính (30 gói x 3g),Nadyphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/enteric-3g-nadyphar-hop-30-goi-17317.html
00038602,"Nhũ tương truyền tĩnh mạch Kabiven Peripheral 1000kcal Fresenius Kabi gồm glucose, acid amin, intralipid (1440ml)",Fresenius Kabi,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/nhu-tuong-truyen-tinh-mach-kabiven-peripheral-1000-kcal-tui-3-ngan-1440-ml.html
00038824,Thuốc Magne - B6 Stella điều trị hạ magnesium huyết nặng (5 vỉ x 10 viên),Stella Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/magne-b6-stella-5-x10.html
00010722,Thuốc Rotacor 20mg Sandoz điều trị tăng cholesterol toàn phần (3 vỉ x 10 viên),Sandoz,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/rotacor-20mg-1205.html
00502104,"Thuốc Inbacid 10 Savi điều trị tăng lipid máu, dự phòng biến cố tim mạch (3 vỉ x 10 viên)",Savi,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/inbacid-10-atorvastatin-savipharm-hop-3-vi-x-10-vien-36306.html
00029935,"Thuốc Bifril 15mg Menarini điều trị tăng huyết áp, nhồi máu cơ tim cấp (2 vỉ x 14 viên)",Menarini,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/bifril-15-zefenopril-calcium-15mg-2x14-30208.html
00051072,Thuốc Amlobest 5mg TV.Pharm điều trị tăng huyết áp và dự phòng đau thắt ngực ổn định (10 vỉ x 10 viên),Tv.Pharm,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/amlobest-5-mg-tv-pharm-10-x10.html
00031075,"Thuốc Atobe Hadiphar ngừa xơ vữa động mạch, đột quỵ (3 vỉ x 10 viên)",Hadiphar,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/atobe-10mg10mg-3x10-31209.html
00014252,Thuốc AtorHasan 10mg Hasan điều trị tăng lipid huyết (10 vỉ x 10 viên),Hasan,Thực phẩm chức năng,https://nhathuoclongchau.com.vn/thuoc/atorhasan-10mg-10x10-15709.html
